proj_uid,PovertyChange2000,ChangeLFP00,Manuf1970Change,FamilyIncome2000Change,PopulationChange2000,logTotalPopulation,AvGini20112014,PrePostRecessionChange,UV_place,city,state,fips,displayname,citylongitude,citylatitude,TotalPopulation,Unemployment16up,LaborForce16up,Manuf,MedianFamilyIncome,MedianHouseholdIncome,ForeignBorn,FamilieswithChildren,percentPop2064,Poverty,White,BachPlus25up,HousingPre1980,VacancyRate,HomeAffordability,OwnerOccupied,High30GrossRent,MedianMonthlyHousingCosts,BWDI,HWDI,CBSA_POP_2022_5yr,SA_Part_Est2022,logSA_Part,geo_flag
abilene_TX,-.070527874,-.75097907,-45.284443,6.9318905,8.9933586,11.746859,.3347137715835994,.0264389164863756,4801000,Abilene,Texas,4801000,"Abilene, Texas",-99.756022,32.435668,126356,2.7709382,62.347054,6.5915251,75460,59254,7.5113168,49.679314,59.39172,10.790803,56.930416,26.404022,58.041973,11.621835,2.7306173,54.019119,49.240044,1053,33.860592,32.908791,176656,71.526581,-.33510104,Place
akron_OH,3.4713328,-.90843588,-63.738472,-13.106653,-12.34648,12.156215,.3142370938848928,.0186200786796507,3901000,Akron,Ohio,3901000,"Akron, Ohio",-81.518475,41.076691,190273,7.6863751,63.204796,13.958229,60328,46596,6.1932063,49.306561,60.490452,17.509111,56.06786,22.598761,83.491928,9.9554796,2.1396687,50.044678,49.958874,864,51.623718,34.583515,700578,27.159431,-1.3034458,Place
alameda_CA,-.90735221,.091527827,-40.115906,34.826069,7.34303,11.258872,.341648551479814,.0314106237069984,0600562,Alameda,California,600562,"Alameda, California",-122.257226,37.762896,77565,5.0629616,68.245636,9.294672,163118,129917,24.682526,49.223503,60.53117,5.0839453,41.287952,59.834576,74.376503,6.9201241,8.8333321,48.326626,44.369553,2478,43.144871,17.892624,4692242,1.6530477,-4.1025496,Place
albany_GA,2.8326583,-2.5285172,-46.621181,-21.172287,-10.414744,11.140789,.3319587756651848,.0014000160745473,1301052,Albany,Georgia,1301052,"Albany, Georgia",-84.19617700000001,31.583632,68926,10.312773,55.728317,10.12161,47032,43724,1.7511533,51.978828,56.296612,24.365679,19.018948,22.113966,61.224918,17.014076,2.5432258,40.217979,52.832718,866,43.0672,54.774288,147716,46.66116,-.76225805,Place
albany_NY,-1.448385,.38689965,-56.954086,11.991587,4.2171068,11.509841,.3215507577070708,.0239272560307087,3601000,Albany,New York,3601000,"Albany, New York",-73.78452799999999,42.660801,99692,8.020299,64.027306,4.5218039,78841,54736,14.76648,48.019691,65.382378,14.509349,50.624924,42.961151,81.454208,13.78181,3.8987138,36.746864,51.588829,1175,48.521553,42.295124,901729,11.05565,-2.2022285,Place
albany_OR,-1.7993469,-4.1233158,-65.855667,3.1053963,37.932049,10.939302,.3156437859972912,.0048809905852191,4101000,Albany,Oregon,4101000,"Albany, Oregon",-123.087104,44.621282,56348,6.6572084,63.022961,9.9731083,83786,69777,5.7535315,47.250919,57.235397,7.4777832,78.089729,28.370577,50.749207,3.9048173,4.6089687,60.184322,51.759956,1311,40.523937,27.391653,128598,43.817165,-.82514453,Place
albuquerque_NM,1.9134479,-1.9470652,-37.261356,-4.7048798,25.399515,13.240237,.3289365631110208,-.0033617686818634,3502000,Albuquerque,New Mexico,3502000,"Albuquerque, New Mexico",-106.61632,35.112918,562551,5.4581971,64.205345,4.3912377,78926,61503,10.216318,47.28788,59.733963,11.873642,37.011398,37.831383,48.074284,6.0263815,3.999805,60.696411,51.680435,1096,41.207272,35.537849,915968,61.416012,-.48749959,Place
alexandria_LA,-2.5401416,4.1073227,-59.624229,5.2959247,-2.6088645,10.717369,.3426316712961014,.0162375791910862,2200975,Alexandria,Louisiana,2200975,"Alexandria, Louisiana",-92.481264,31.272872,45133,7.4641981,57.329483,4.3301549,59362,49049,3.8951542,51.568211,58.885963,20.617664,36.450047,25.190023,65.583603,17.954502,3.6677608,53.863705,56.404869,918,53.38546,30.676331,151721,29.747364,-1.2124296,Place
alexandria_VA,.098109595,3.6170073,-55.575199,26.545641,22.848701,11.967777,.3153579519696389,.0000290960392547,5101000,Alexandria,Virginia,5101000,"Alexandria, Virginia",-77.092561,38.820053,157594,3.2156508,78.043289,2.5731893,149526,113179,24.458418,44.90015,68.203102,6.9215388,51.118065,66.000381,60.715485,6.7723327,5.7934775,42.680904,44.266609,2117,42.604458,42.85434,6346083,2.4833272,-3.6955709,Place
alhambra_CA,-2.2562916,4.4839563,-57.319866,13.064353,-4.0895529,11.318066,.3577848251767737,.0190149003335482,0600884,Alhambra,California,600884,"Alhambra, California",-118.134969,34.085364,82295,5.5011668,62.880737,8.578414,86200,80234,46.233673,40.535156,62.391396,9.2220278,8.9130564,38.387974,71.491852,6.239471,9.5470753,41.006191,53.72842,1796,40.009888,19.098976,13111917,.62763512,-5.0709662,Place
aliquippa_PA,-1.056933,3.5515015,-75.867271,9.7881298,-21.61241,9.1267414,.2994783534615609,-.0007648511355339,4200820,Aliquippa,Pennsylvania,4200820,"Aliquippa, Pennsylvania",-80.263837,40.614046,9198,8.3639708,55.158432,12.913741,65814,42601,4.7075453,31.800264,59.284626,16.688568,56.26223,19.224089,92.908302,20.436682,2.1126266,59.077938,50.966187,760,52.648632,57.103634,2365501,.38883939,-5.5497589,Place
allenpark_MI,3.6002185,4.0106163,-57.436161,-13.04242,-3.3394608,10.253968,.3024444628327956,.0140590311069961,2601380,Allen Park,Michigan,2601380,"Allen Park, Michigan",-83.212368,42.251888,28395,5.9971733,63.296692,16.905342,97118,73792,4.5923581,41.278454,60.950871,5.5055585,78.397606,28.022772,95.721413,4.6646295,2.2441456,86.207184,43.866173,1057,25.971733,26.907032,4375604,.64893895,-5.0375867,Place
allen_TX,2.122411,-7.8364944,,-4.9010777,142.09946,11.565935,.3291435386576518,.0043875137117637,4801924,Allen,Texas,4801924,"Allen, Texas",-96.66465599999999,33.102932,105444,4.290452,70.479385,9.0585794,138731,121259,20.642237,54.717117,60.378967,4.1382084,51.298321,55.239803,8.4043884,4.6570358,3.2179055,70.889465,46.152287,1983,30.42601,23.426546,7673379,1.3741534,-4.2873325,Place
allentown_PA,2.7629852,4.3001451,-66.783669,-13.31603,17.499437,11.738402,.2961770178265266,-.0150742085544886,4202000,Allentown,Pennsylvania,4202000,"Allentown, Pennsylvania",-75.47502900000001,40.600393,125292,9.2101297,64.346771,12.916353,57088,52449,20.47537,54.253613,59.011753,17.335472,29.917313,18.29476,85.366997,7.3297253,3.2183645,42.313351,57.237541,1189,36.297279,37.673866,863166,14.5154,-1.92996,Place
alliance_OH,4.4477983,.54608059,-54.105038,-4.7914529,-7.0958586,9.980587,.3108050032324035,.0117756758638414,3901420,Alliance,Ohio,3901420,"Alliance, Ohio",-81.11165800000001,40.911323,21603,3.9953899,59.752464,20.868347,62123,51721,.94894224,44.54047,56.6912,17.116358,85.099289,17.971916,80.856857,9.7568951,2.0881267,47.982605,40.666836,725,46.218098,25.069487,400960,5.3878193,-2.9210296,Place
alpharetta_GA,.52086687,-5.3774605,,8.1033421,89.028519,11.095651,.3335059054659666,.0099682816465039,1301696,Alpharetta,Georgia,1301696,"Alpharetta, Georgia",-84.26998500000001,34.068434,65884,4.7805901,71.097008,7.6005569,176705,141402,27.859571,50.748837,61.565781,3.4557354,54.635418,71.758598,8.7906418,4.4686756,3.9744842,67.239449,44.105446,1936,39.48605,38.007008,6094752,1.0809956,-4.5272875,Place
alton_IL,3.2255344,-.20930953,-74.94165,.0040295343,-15.916842,10.151987,.3104973426255483,.0088026377932304,1701114,Alton,Illinois,1701114,"Alton, Illinois",-90.158007,38.903063,25642,6.6199503,60.120846,9.5082541,66837,49439,1.9538257,52.804817,56.235863,17.926031,65.193817,20.12096,85.737038,13.371028,1.8912195,57.345097,51.657902,863,40.843731,26.665398,2813523,.91138411,-4.6979609,Place
altoona_PA,.82584906,-.43787313,-68.641815,4.7939458,-11.513842,10.687868,.2932854555329735,.0077783088943567,4202184,Altoona,Pennsylvania,4202184,"Altoona, Pennsylvania",-78.400093,40.511925,43821,6.0445895,58.848129,8.1211004,67910,50435,.88313818,46.563335,58.207249,13.6913,89.867874,18.851433,91.812553,11.660032,2.1949043,65.463135,54.444633,765,40.837742,50.428093,122640,35.731407,-1.0291401,Place
amarillo_TX,.60107803,-.14476551,1.0257821,2.3458917,15.396799,12.207871,.3389248009197923,.0007800997865918,4803000,Amarillo,Texas,4803000,"Amarillo, Texas",-101.836244,35.214432,200360,3.4504061,65.645638,11.753111,76749,60628,11.354562,52.929188,56.448895,11.73491,52.184071,25.180843,62.029999,10.452997,2.8485188,59.58075,45.689568,1018,58.61578,40.659008,269278,74.406372,-.29562858,Place
ames_IA,-1.8182536,-3.7857018,104.40073,2.0096054,30.620331,11.101418,.2889086110472026,.01330590316977,1901855,Ames,Iowa,1901855,"Ames, Iowa",-93.648439,42.019322,66265,7.0625715,65.479721,8.2464895,101500,57428,11.932392,40.039879,64.872864,5.7926221,78.324905,62.769073,39.066383,8.1006002,4.3097444,41.976929,53.120487,1051,33.759155,23.311729,125273,52.896477,-.63683349,Place
amsterdam_NY,5.96491,6.0338864,-61.701935,-9.237195,-.60473984,9.8115911,.3023846592153854,.0123869915016921,3602066,Amsterdam,New York,3602066,"Amsterdam, New York",-74.187804,42.943842,18244,9.1691885,60.790833,16.307968,59475,46338,5.0372725,50.338863,55.24556,18.322037,57.690197,19.431013,89.021477,18.995443,2.3285425,48.948708,54.440372,919,21.770721,28.843632,49624,36.764469,-1.0006382,Place
anaheim_CA,-1.0426903,3.1644862,-61.48914,8.2026033,5.8220077,12.7574,.3585128707561874,-.0072799322923787,0602000,Anaheim,California,602000,"Anaheim, California",-117.906753,33.83326,347111,5.3739719,67.396805,12.425587,95320,88538,34.630421,50.678017,62.005814,9.369688,23.591589,28.079533,66.702827,4.5712724,8.0598164,46.628006,60.537155,2060,38.658112,38.547325,13111917,2.647294,-3.6316321,Place
anchorage_AK,1.2172501,-4.4384317,-23.107622,2.6742334,11.676137,12.579958,.3095751133811593,.0089215298717689,0000000,Anchorage,Alaska,2020,"Anchorage, Alaska",-149.893,61.215,290674,5.1618447,69.920174,2.4041872,115272,95731,10.827594,49.909843,61.6973,6.2964535,55.241955,37.034302,44.995712,9.9244986,3.8002319,63.804211,47.210091,1650,45.228058,30.301352,399335,72.789513,-.31759828,County
anderson_IN,5.9533553,-3.4071977,-71.073112,-13.673069,-7.9067202,10.915288,.30288877956989,.0151772790105807,1801468,Anderson,Indiana,1801468,"Anderson, Indiana",-85.68156999999999,40.09616,55011,7.0343313,57.159107,13.818167,60195,44974,2.4086092,46.529747,57.124935,16.753227,72.369164,16.080547,77.225845,15.160902,2.2613065,56.170799,52.238964,821,44.894878,35.691631,2109957,2.6072097,-3.6468897,Place
anderson_SC,1.9906642,5.5976281,-47.302784,-19.373043,15.015286,10.286878,.3060244539228488,.0079735248467245,4501360,Anderson,South Carolina,4501360,"Anderson, South Carolina",-82.646075,34.519562,29345,6.9110708,59.799038,18.544802,55686,40445,5.1150107,47.018177,54.441982,17.380201,60.974609,25.701368,58.708733,11.90022,4.3837309,50.041641,52.991455,900,52.487328,37.214417,931405,3.1506166,-3.457572,Place
annarbor_MI,1.3301609,-5.0708294,-32.804886,6.6580653,7.1844525,11.713545,.3301496261278669,.0152081540865817,2603000,Ann Arbor,Michigan,2603000,"Ann Arbor, Michigan",-83.734003,42.275369,122216,3.6531131,60.86805,9.3165655,134056,78546,18.135923,41.271084,65.740166,5.9636831,67.561531,77.510658,64.682304,6.5739431,5.3026252,44.959087,56.04438,1565,40.810745,26.068865,370231,33.010742,-1.1083372,Place
anniston_AL,-6.2631989,-.66482645,-23.933783,.76252455,-11.426924,9.9759016,.3165031394338512,.0001416574412931,0101852,Anniston,Alabama,101852,"Anniston, Alabama",-85.817357,33.662483,21502,5.5463119,51.538635,21.009983,64070,45642,1.65566,41.58548,54.953026,13.868195,42.679752,22.522285,75.369499,19.068775,2.8876913,61.332207,55.415916,697,38.014996,32.603886,116162,18.510357,-1.6868398,Place
antioch_CA,2.7140822,-3.008697,-83.769279,-11.583116,27.044582,11.652826,.3283082966822869,.0108080749636402,0602252,Antioch,California,602252,"Antioch, California",-121.804649,37.992978,115016,7.8501501,65.158669,5.8985386,100888,90709,22.476004,51.375286,60.15163,9.2271471,25.366905,22.950203,40.788067,2.6652052,6.2937527,61.522614,63.838131,2175,28.579561,19.238907,4692242,2.451195,-3.7085946,Place
applevalley_CA,-.9669314,-2.3577209,-19.277174,-7.2834105,39.388634,11.233252,.3359822955328603,.0223078689242253,0602364,Apple Valley,California,602364,"Apple Valley, California",-117.214121,34.502793,75603,9.1604834,53.432129,7.0637574,73670,62898,11.186064,48.253708,52.456917,12.306425,45.146358,19.168261,27.156317,4.7221684,5.4914308,67.526337,62.414879,1398,34.360352,25.795132,4610050,1.6399605,-4.110498,Place
appleton_WI,2.5680659,-1.5807728,-35.006496,-6.3843036,7.1996236,11.227015,.2873524199082683,.0075512272021862,5502375,Appleton,Wisconsin,5502375,"Appleton, Wisconsin",-88.399176,44.273615,75133,3.8972795,70.387062,20.660851,94234,75469,6.5457253,48.46162,58.795738,5.9015865,80.740822,36.193127,65.938332,3.5817883,2.546741,66.406151,33.527248,1064,31.68926,33.399849,171197,43.886868,-.82355505,Place
arcadia_CA,-.69600397,1.5207646,-62.997444,1.1083807,5.8939948,10.936334,.3532014562651725,.0091387269975264,0602462,Arcadia,California,602462,"Arcadia, California",-118.040697,34.131281,56181,5.379571,58.988983,7.7019463,118817,108214,43.58057,40.707554,57.289833,6.0083008,20.549652,54.930202,72.280502,8.2695398,12.075148,58.44323,57.871483,2205,27.807089,32.870419,13111917,.42847282,-5.4526982,Place
arlingtonheights_IL,3.0128798,-.0050216923,-53.257145,-3.8120587,1.0035381,11.248881,.3404685581838745,.0080683919716848,1702154,Arlington Heights,Illinois,1702154,"Arlington Heights, Illinois",-87.98013,42.101144,76794,3.4849293,67.539856,12.813679,143272,113502,20.621403,44.490231,55.978333,4.5813742,74.806625,59.420681,65.657166,5.1861382,3.4933305,72.723541,40.247753,1713,48.890682,43.436855,9566955,.80270052,-4.824944,Place
arlington_TX,2.5384488,-3.9386795,-72.632889,-14.030417,18.169859,12.882757,.3391442008746768,.0086641885482321,4804000,Arlington,Texas,4804000,"Arlington, Texas",-97.12006599999999,32.694964,393469,5.5507483,70.03965,10.114835,84996,71736,20.838999,51.470383,60.037769,9.876956,36.742413,32.414021,37.75798,6.761723,3.5031226,54.88987,55.972855,1338,39.981956,43.77636,7673379,5.1277151,-2.97051,Place
arlington_VA,-.62166721,3.4768476,-50.562904,35.332718,24.487341,12.37093,.3035144676517376,-.0016404302935901,0000000,Arlington,Virginia,51013,"Arlington, Virginia",-77.10082300000001,38.874901,235845,2.779211,78.354897,2.5599325,188191,137387,22.257839,45.678074,69.182297,4.3579082,59.534443,76.76001,53.698624,7.0106587,6.0653481,42.243004,38.619934,2367,48.778389,31.579126,6346083,3.7163868,-3.2924182,County
arvada_CO,-.52397645,-1.2424545,-61.706364,18.124306,20.472233,11.720476,.3261017971931162,.0193872433692507,0803455,Arvada,Colorado,803455,"Arvada, Colorado",-105.107321,39.822335,123066,3.803515,70.948586,7.4314833,131766,106014,5.1760845,43.746552,60.081585,2.9611919,77.893982,47.550732,53.735786,2.9101245,5.2162924,74.22876,50.140148,1834,51.061905,34.638023,2959386,4.1584978,-3.1800163,Place
asheville_NC,-2.973274,2.0816922,-56.901402,12.888187,36.008652,11.4478,.3445702040437115,-.005579809814083,3702140,Asheville,North Carolina,3702140,"Asheville, North Carolina",-82.553662,35.573014,93695,4.066525,63.38221,8.9246559,87626,63810,7.6300764,43.328197,61.723679,7.2993503,78.392654,51.217491,50.944061,20.85421,5.9050307,49.990845,53.716217,1266,48.783245,38.26712,469484,19.957016,-1.6115894,Place
ashland_KY,-.26192212,1.839572,-75.772743,-6.8422318,-1.9971794,9.9777594,.3288082501435107,-.0056794177910018,2102368,Ashland,Kentucky,2102368,"Ashland, Kentucky",-82.643665,38.460926,21542,8.4091387,54.891716,7.010047,65909,51250,1.420481,53.613354,54.953117,13.738078,90.896851,25.162676,77.54393,16.348774,2.3726828,59.294617,45.67337,809,47.324421,45.069012,359005,6.0004735,-2.8133318,Place
atlanta_GA,-8.4675207,3.260968,-66.024475,58.272934,18.816059,13.111986,.3624063539063401,-.0074612315957864,1304000,Atlanta,Georgia,1304000,"Atlanta, Georgia",-84.413618,33.765992,494838,5.8422661,67.26194,5.7037029,103886,77655,8.2218828,45.506008,67.099129,12.799303,38.900814,57.278408,45.7327,10.905101,5.0943274,45.662479,49.656338,1589,67.739334,39.93325,6094752,8.1190834,-2.5109529,Place
atlanticcity_NJ,12.109074,1.7321687,-60.181744,-30.877316,-5.0102429,10.558076,.3745040196464443,.0454995465113469,3402080,Atlantic City,New Jersey,3402080,"Atlantic City, New Jersey",-74.440566,39.361333,38487,13.065977,58.559628,3.720238,38992,35188,30.703875,50.530861,57.894875,31.256563,15.571491,19.210869,71.159348,20.19282,4.9505515,30.807989,60.101898,1119,50.12994,30.620962,274339,14.028994,-1.9640441,Place
attleboro_MA,3.0263641,.75196761,-76.534592,5.2202187,10.25958,10.74471,.3163518020774682,.0090031942214993,2502690,Attleboro,Massachusetts,2502690,"Attleboro, Massachusetts",-71.301974,41.92913,46384,4.3522844,71.367393,13.087155,109653,91378,10.594171,48.40699,60.231979,6.7146287,81.403069,32.284454,61.591412,7.4690499,4.1465125,65.907959,49.365974,1638,34.699688,52.306019,1670949,2.7759075,-3.5841925,Place
auburn_AL,-5.6599703,3.0051322,36.579571,6.6138573,78.332985,11.247135,.3254974408451345,-.0012445757557668,0103076,Auburn,Alabama,103076,"Auburn, Alabama",-85.48060599999999,32.600854,76660,3.0167272,59.147579,10.966243,104540,55509,9.3060265,50.164391,63.443779,8.3837461,67.700233,61.687313,21.690441,16.568432,5.8909364,51.331688,61.904762,1096,32.032593,43.383579,175126,43.774197,-.82612568,Place
auburn_NY,1.5306208,-3.1914392,-67.751205,-11.682082,-6.6494017,10.191444,.3076904303111098,.003302058777874,3603078,Auburn,New York,3603078,"Auburn, New York",-76.56541199999999,42.931958,26674,5.9555249,53.059109,11.705019,64101,48203,3.4752944,51.409321,60.549599,14.040063,80.83902,19.103075,88.991951,11.506324,2.8628924,44.93243,51.906639,862,41.477322,31.974173,76171,35.018574,-1.0492915,Place
auburn_WA,-4.6703267,2.1623631,-64.984451,33.26247,112.39023,11.357709,.3183431273143122,.0236951922829509,5303180,Auburn,Washington,5303180,"Auburn, Washington",-122.218227,47.300616,85623,4.6982484,69.232269,9.8050823,106723,87406,22.00577,50.902885,60.535137,5.4836726,50.123215,27.416832,36.705738,4.4201112,5.2639408,60.541515,52.67001,1710,42.913067,29.188404,4001701,2.1396651,-3.8445208,Place
aurora_CO,.86673665,-1.0669479,-52.976616,.78903055,40.144287,12.867082,.3314976727998443,.0152531865028533,0804000,Aurora,Colorado,804000,"Aurora, Colorado",-104.808515,39.678858,387349,5.4661083,71.705269,5.8164167,93377,78685,21.045103,51.797813,61.382889,7.7042818,42.840176,31.849787,38.696903,4.467761,5.2068372,62.543846,60.410847,1661,39.482498,40.650681,2959386,13.08883,-2.033411,Place
aurora_IL,2.3953927,1.2856262,-66.677391,-9.5131941,26.865515,12.108487,.3619773193281969,.0148331122810031,1703012,Aurora,Illinois,1703012,"Aurora, Illinois",-88.312765,41.760911,181405,5.5719256,72.658295,14.518781,97491,85943,25.577576,58.079739,59.620739,8.5861864,33.253216,35.219715,43.535324,4.6889772,2.8111656,66.788994,45.930927,1527,36.45966,57.31876,9566955,1.8961623,-3.9653382,Place
austin_MN,2.0344539,2.6359425,-15.889697,6.1436749,12.190101,10.171834,.271698248686538,-.0066884943702323,2702908,Austin,Minnesota,2702908,"Austin, Minnesota",-92.97963300000001,43.666359,26156,3.5271988,64.010834,33.677284,79887,61667,16.114849,50.851166,53.593819,9.5267839,64.96788,24.054518,76.468437,7.0795655,2.2556634,68.334648,44.207722,913,44.240307,29.476559,40082,65.256226,-.42684874,Place
austin_TX,-.8272686,2.9596615,-20.294413,20.755899,45.942348,13.772814,.3657152852681745,.0065509971189821,4805000,Austin,Texas,4805000,"Austin, Texas",-97.747209,30.277889,958202,4.3974605,74.882957,6.9416618,115154,86556,18.298855,49.442707,68.659531,8.2406092,47.654568,56.459,30.566778,5.8678126,5.3318081,44.443001,47.111404,1654,49.977943,41.189201,2296377,41.726685,-.87402934,Place
avondale_AZ,-1.4822303,1.6617943,-72.059593,-5.6692533,148.62469,11.398793,.3099854319464108,.0209002840874012,0404720,Avondale,Arizona,404720,"Avondale, Arizona",-112.317378,33.454934,89214,4.7860422,69.416237,6.7310991,84954,76496,17.545452,57.506554,60.215885,8.8343258,27.431791,20.761547,12.334117,4.586822,4.0002093,59.640663,50.610306,1494,31.77544,30.31963,4864209,1.8340906,-3.9986215,Place
bakersfield_CA,-1.6252756,-.46543175,-23.622454,1.6908652,63.654945,12.909965,.3617814506756257,.0163569354806853,0603526,Bakersfield,California,603526,"Bakersfield, California",-119.030701,35.348499,404321,7.0513091,63.104797,5.2694831,81672,73827,19.636377,58.354576,57.242386,12.960957,29.772135,23.282848,36.305691,5.000381,4.3425846,60.240971,53.762825,1469,55.290764,44.429638,906883,44.583588,-.80780435,Place
baldwinpark_CA,-3.5308785,6.4764609,-59.279572,3.4314246,-5.4656701,11.180135,.3483744648586565,.0177950882547148,0603666,Baldwin Park,California,603666,"Baldwin Park, California",-117.97076,34.083664,71692,7.1193323,62.43515,14.056498,75229,76002,44.526585,47.099331,61.903698,11.843046,3.4160018,14.130457,74.535301,2.3356636,7.2813873,59.266453,59.558613,1760,52.920975,21.092052,13111917,.5467698,-5.2088976,Place
baltimore_MD,-4.288166,5.5492802,-81.032387,16.799606,-10.228917,13.278594,.3348472322038251,.0063857148838123,2404000,Baltimore,Maryland,2404000,"Baltimore, Maryland",-76.619614,39.314893,584548,6.9236851,62.128544,4.855649,72972,58349,8.1438999,46.948105,61.957954,14.517641,27.014378,34.901676,83.67495,15.780008,3.4773519,47.757572,52.085793,1275,66.095848,46.935402,2840005,20.58264,-1.5807222,Place
bangor_ME,-2.3855236,-4.3414006,-74.172615,6.3070512,.73713976,10.364229,.2914699576826877,.0029497384030289,2302795,Bangor,Maine,2302795,"Bangor, Maine",-68.784502,44.817367,31705,4.514575,59.882133,3.3244939,78803,52438,5.1285286,45.718452,61.214321,9.4675426,87.856804,36.52914,71.531334,9.3901892,3.6214197,46.423973,49.46431,998,49.625267,21.296637,152640,20.771095,-1.5716078,Place
barberton_OH,-.041242473,-2.6415455,-64.238205,-11.120992,-9.7924662,10.133289,.2954949392119879,-.0035239834502687,3903828,Barberton,Ohio,3903828,"Barberton, Ohio",-81.605265,41.013645,25167,6.7509117,58.844227,17.307867,61716,49289,1.3708427,47.00491,55.783367,11.423896,83.804192,18.582544,84.008347,8.6096029,2.2317352,61.257309,44.381187,800,55.832371,37.505482,700578,3.5923195,-3.3263721,Place
bartlesville_OK,1.6110837,.77181733,-64.589439,-1.6915728,7.3845973,10.527123,.3272773257787751,.0125130821167577,4004450,Bartlesville,Oklahoma,4004450,"Bartlesville, Oklahoma",-95.94665000000001,36.740818,37314,4.1441441,58.896332,13.006306,77328,58230,4.815887,46.679478,54.12714,11.029255,71.083244,33.632324,69.613388,13.742778,2.51932,69.620171,48.63348,857,35.259323,20.270048,1017724,3.6664166,-3.3059554,Place
bartlett_TN,2.0962999,-10.164242,,-14.351352,41.777863,10.959209,.3051128201619672,.0072841337486574,4703440,Bartlett,Tennessee,4703440,"Bartlett, Tennessee",-89.83317,35.229399,57481,3.802495,62.94545,10.371533,105640,94603,6.7048244,42.091103,55.888031,4.2360158,67.862419,35.98912,27.630243,3.5069897,2.6605921,84.660118,51.046337,1403,46.17379,61.023724,1335804,4.3031015,-3.1458342,Place
batonrouge_LA,-.60132515,.32589632,-64.841095,-3.8878069,-1.0174788,12.326076,.3446729840261264,-.0104788161187848,2205000,Baton Rouge,Louisiana,2205000,"Baton Rouge, Louisiana",-91.088762,30.463038,225500,8.5638371,62.142204,5.5166502,68228,50155,6.2922397,45.346561,59.466076,17.421526,35.778713,36.42207,60.402828,17.697416,4.3405442,47.883091,56.933064,1015,56.740067,49.526554,869755,25.92684,-1.3498914,Place
battlecreek_MI,2.2119942,.63962609,-29.292416,-11.897005,-1.6771607,10.867978,.3056171119172469,.0053145280586887,2605920,Battle Creek,Michigan,2605920,"Battle Creek, Michigan",-85.19835999999999,42.307635,52469,7.6358876,61.727131,21.466284,67665,49684,7.3243246,49.727829,56.873585,12.896742,63.487011,21.15589,77.733406,11.135399,2.3267047,63.831596,52.910839,878,47.736248,34.913494,134011,39.152756,-.93769938,Place
baycity_MI,6.7726688,-2.1896009,-61.312378,-7.4057646,-11.280115,10.394029,.3330154126823059,.0020016684073136,2606020,Bay City,Michigan,2606020,"Bay City, Michigan",-83.888092,43.591974,32664,6.2488294,60.03223,14.302836,62443,45026,1.0745775,48.905678,60.482491,17.092236,81.756676,16.307718,92.027702,9.4521408,1.8478212,67.111763,50.793278,730,42.361759,24.70052,103752,31.482769,-1.1557299,Place
bayonne_NJ,.045537475,6.0217595,-83.669785,.1280217,13.995343,11.163325,.329109243598973,.0101877762807198,3403580,Bayonne,New Jersey,3403580,"Bayonne, New Jersey",-74.118927,40.666674,70497,5.9950066,65.491997,5.9132566,92521,80044,30.062273,49.59063,61.221046,8.483057,41.291119,38.383656,81.069221,6.7923231,5.1609116,39.171997,44.068859,1670,31.240959,19.863918,19908595,.35410336,-5.6433368,Place
baytown_TX,2.1086195,3.46049,-54.635326,-12.963828,27.124792,11.343904,.3335432135665286,.0097749187858091,4806128,Baytown,Texas,4806128,"Baytown, Texas",-94.97270899999999,29.751944,84449,9.1514797,64.384338,13.316976,69580,61158,20.753353,56.458443,57.717674,15.078631,28.848181,14.466471,50.151451,8.6862268,2.6521468,53.598492,48.873547,1142,42.368183,37.909389,7142603,1.1823281,-4.4376845,Place
beaumont_TX,-.12969232,-.14810975,-52.15332,-10.129264,.62090528,11.648968,.3787858872934174,.0073295468132376,4807000,Beaumont,Texas,4807000,"Beaumont, Texas",-94.142252,30.088083,114573,5.3190885,59.843361,9.709301,64683,53745,11.23214,48.207424,56.624161,16.307682,28.790379,25.780279,55.423061,13.425273,2.7983999,54.435646,50.567734,965,48.694725,43.368465,396279,28.912205,-1.2409064,Place
beaverton_OR,1.634069,-1.5410451,-55.105434,5.0505476,28.143021,11.488161,.3295274655557014,-.0028834786620207,4105350,Beaverton,Oregon,4105350,"Beaverton, Oregon",-122.814788,45.467774,97554,3.9151886,71.403008,11.199043,111656,88899,18.534351,46.467381,63.874371,6.6529231,60.585934,48.300251,38.651886,3.542814,5.5647421,50.264626,49.133938,1713,37.921562,32.729763,2505312,3.8938861,-3.2457626,Place
belleville_IL,.55033541,2.1071844,-51.192127,-4.8184385,1.7990824,10.649109,.3245590227647875,.0218472212107489,1704845,Belleville,Illinois,1704845,"Belleville, Illinois",-89.99385599999999,38.525128,42155,5.9879141,66.036835,9.6854305,77904,60573,2.9984581,52.083961,60.576447,9.8294477,58.408253,26.371426,72.695107,13.524671,2.025655,62.508522,46.305103,963,27.739161,44.38448,2813523,1.4982995,-4.2008395,Place
belleville_NJ,2.4958327,5.3410735,-72.311783,.36135599,5.1742373,10.539721,.31823842045634,-.0021169880741858,3.4e+09,Belleville,New Jersey,3401304695,"Belleville, New Jersey",-74.160144,40.795782,37787,9.3838911,68.849358,9.5527306,97689,85812,36.840714,47.520935,63.323368,8.8364925,28.173712,29.766375,85.728897,6.5116601,4.2092013,53.803516,56.660103,1733,32.538586,23.809694,19908595,.18980245,-6.2669415,Township
