proj_uid,PovertyChange2000,ChangeLFP00,Manuf1970Change,FamilyIncome2000Change,PopulationChange2000,logTotalPopulation,AvGini20112014,PrePostRecessionChange,UV_place,city,state,fips,displayname,citylongitude,citylatitude,TotalPopulation,Unemployment16up,LaborForce16up,Manuf,MedianFamilyIncome,MedianHouseholdIncome,ForeignBorn,FamilieswithChildren,percentPop2064,Poverty,White,BachPlus25up,HousingPre1980,VacancyRate,HomeAffordability,OwnerOccupied,High30GrossRent,MedianMonthlyHousingCosts,BWDI,HWDI,CBSA_POP_2022_5yr,SA_Part_Est2022,logSA_Part,geo_flag
columbia_SC,-1.2336111,.52286679,-47.842999,12.407398,17.609522,11.825939,.3474366480047479,-.0009035334313666,4516000,Columbia,South Carolina,4516000,"Columbia, South Carolina",-81.00376900000001,34.0089,136754,7.8892732,65.017357,5.4174595,78454,54095,4.642643,49.359558,61.799286,15.724029,47.890369,44.791489,52.731289,14.746223,4.1815324,47.014317,56.16544,1125,49.478298,45.636715,831913,16.438498,-1.8055441,Place
columbus_GA,1.9254627,-3.0618765,-51.909161,-4.3503857,10.114597,12.228675,.3458711018273972,.0134338954137713,1319000,Columbus,Georgia,1319000,"Columbus, Georgia",-84.96066,32.465615,204572,7.2956285,60.700493,9.7606001,69623,54561,5.2411866,51.680195,58.499699,14.656009,38.379642,28.420481,53.291046,11.749624,3.0864537,49.507866,48.105293,1025,54.630829,31.274143,326159,62.721558,-.466465,Place
columbus_OH,2.8738685,-.48652068,-67.742706,-7.7128992,26.842875,13.712868,.3294707703135855,.0133962897250055,3918000,Columbus,Ohio,3918000,"Columbus, Ohio",-82.992526,39.999539,902449,5.2103982,70.545807,7.3899493,77105,62994,13.985832,51.745586,64.106895,13.679229,53.058731,38.252583,51.146877,7.8787818,3.373337,44.731251,43.832138,1185,55.588028,43.039803,2137223,42.225307,-.86215043,Place
compton_CA,-10.759562,9.9997835,-63.421417,26.087492,1.4214969,11.459757,.3142178732464412,.0011944642155863,0615044,Compton,California,615044,"Compton, California",-118.225714,33.897231,94822,7.9443917,61.834221,13.342859,73402,69728,29.433043,57.412834,58.607708,14.739768,.84368604,10.427518,79.831436,3.5005879,7.0187011,57.350613,58.788002,1642,41.26329,47.524052,13111917,.72317421,-4.9292755,Place
concord_CA,.83118576,.32607198,-71.011116,11.561995,2.6498604,11.736125,.3355741973730948,.0164986496343161,0616000,Concord,California,616000,"Concord, California",-122.012343,37.964708,125007,4.8950024,67.098824,4.9453759,122125,107789,25.576967,45.746265,61.394161,6.0568933,44.059135,36.746494,74.660393,2.5050807,6.5563278,61.05455,57.340801,2214,47.266056,34.077194,4692242,2.6641209,-3.6252961,Place
concord_NH,.029649701,-2.9781129,-61.075638,9.6194506,8.2630816,10.693058,.2963845634139505,-.0084874572687678,3314200,Concord,New Hampshire,3314200,"Concord, New Hampshire",-71.549505,43.224996,44049,5.255197,62.360867,8.5709076,101301,77874,8.2430925,41.630058,62.525822,6.2155342,85.659149,38.838917,60.782444,4.8187022,3.6931453,57.226402,42.770679,1432,42.12793,21.782589,153918,28.618484,-1.2511173,Place
concord_NC,-.22634633,-.72781563,-81.029442,4.2064748,88.175499,11.564901,.3323645179446001,.0151926762002537,3714100,Concord,North Carolina,3714100,"Concord, North Carolina",-80.668308,35.387109,105335,4.7116613,69.352089,8.4730625,98417,83480,11.170076,52.593147,59.830063,5.5553374,53.999146,40.830151,29.849005,13.772983,3.4511261,69.36058,51.456947,1334,27.017754,38.706169,2668688,3.9470706,-3.2321966,Place
conroe_TX,-5.2917318,-.20519508,-40.412003,32.8396,151.21567,11.434693,.3650074120925423,-.0087672385182501,4816432,Conroe,Texas,4816432,"Conroe, Texas",-95.462074,30.311888,92475,3.4378703,64.490303,7.7946434,87122,71630,15.579346,51.445763,58.668827,9.7437449,53.636116,32.17308,19.83205,7.3065453,3.6646657,56.097424,53.270782,1326,52.103088,44.810097,7142603,1.2946961,-4.3468943,Place
conway_AR,2.3755429,-7.8179269,-54.947971,-8.0250483,50.946323,11.084586,.3040102710705092,.0000135019595438,0515190,Conway,Arkansas,515190,"Conway, Arkansas",-92.46142999999999,35.087146,65159,2.9998176,62.150116,6.9685102,77689,54036,4.5273871,51.081913,62.852406,11.70437,69.965775,40.327248,19.206276,8.4265823,4.1435337,43.951122,51.855171,976,24.31291,38.80265,749290,8.6960983,-2.4422958,Place
coonrapids_MN,2.3522344,-8.5710974,-56.514271,-11.779685,2.7415714,11.055577,.2808230414033527,.0221853288132161,2713114,Coon Rapids,Minnesota,2713114,"Coon Rapids, Minnesota",-93.310675,45.176388,63296,4.2413812,69.861557,15.574816,96833,85445,9.4682131,46.606674,59.556686,5.9742532,75.418671,24.73208,43.019081,1.9158616,3.1423724,74.794502,53.332222,1399,25.5783,32.331032,3678328,1.7207818,-4.0623913,Place
coralgables_FL,1.5372053,-4.4884005,-56.822769,.8913691,17.626453,10.81368,.3562363208675842,-.0183192888162226,1214250,Coral Gables,Florida,1214250,"Coral Gables, Florida",-80.269898,25.740896,49696,4.7759967,57.678932,3.4530387,175295,118203,38.952835,38.55838,54.149227,5.8338504,32.96241,70.103088,63.740456,12.871332,8.0539408,64.263466,54.00098,2383,63.252178,34.295616,6123949,.81150252,-4.8140378,Place
coralsprings_FL,1.0027934,-2.0959885,,-13.45715,13.825724,11.804109,.3423021615738135,-.0075341021690242,1214400,Coral Springs,Florida,1214400,"Coral Springs, Florida",-80.25739900000001,26.261401,133801,6.2149682,70.491516,5.3803663,97941,87488,30.444468,50.433056,59.248436,7.3080397,36.355484,39.181168,29.32106,5.4738054,5.1789961,60.018074,60.799122,1875,26.271326,22.992121,6123949,2.184881,-3.8236089,Place
corona_CA,1.3771161,-3.3627028,-58.820808,1.384809,26.711264,11.972538,.3404814025990845,.0042555167891153,0616350,Corona,California,616350,"Corona, California",-117.571695,33.868903,158346,4.5822763,66.396454,12.758912,113508,103727,23.793465,50.81498,61.349827,7.3702722,31.288445,30.533197,26.306221,3.8819909,6.0177197,63.059925,59.641773,2184,32.295418,31.257452,4610050,3.4347999,-3.3712115,Place
corpuschristi_TX,-.85153133,.22964664,-42.632977,6.7532563,14.542951,12.66919,.3516020800476221,.003076866447976,4817000,Corpus Christi,Texas,4817000,"Corpus Christi, Texas",-97.406767,27.730936,317804,5.5666571,62.79686,6.2606654,78428,64449,9.2154284,48.991211,58.362389,13.259123,28.066042,23.07559,49.281578,12.301185,2.8068705,57.251503,50.773968,1181,54.041595,36.145435,422187,75.27565,-.28401351,Place
corvallis_OR,.97053385,-.38641724,-1.8206997,8.0260019,21.750944,11.002933,.3156437859972913,.0048809905852192,4115800,Corvallis,Oregon,4115800,"Corvallis, Oregon",-123.277113,44.571864,60050,7.9990096,60.749649,8.0148048,101333,61610,13.052456,43.079189,63.252289,10.696219,74.379684,60.398281,52.228725,5.8352852,7.0767732,41.048706,61.343342,1307,35.21328,25.349644,95615,62.803955,-.46515214,Place
costamesa_CA,-2.2970665,3.9421558,-71.604774,18.442307,2.5440564,11.62169,.3402948880572141,-.0103471907509864,0616532,Costa Mesa,California,616532,"Costa Mesa, California",-117.914822,33.661337,111490,5.0399837,73.163528,8.2408876,115798,104981,23.197596,45.636536,65.369095,5.8905745,48.764015,42.516098,70.978371,4.6119471,9.1426067,39.672035,51.242683,2356,47.08691,38.122997,13111917,.85029519,-4.7673421,Place
councilbluffs_IA,1.5652925,-4.09618,-43.169724,-.57020116,7.5547471,11.045638,.2785126011539537,.002318232887539,1916860,Council Bluffs,Iowa,1916860,"Council Bluffs, Iowa",-95.86315399999999,41.261848,62670,4.1539135,63.463444,10.759907,74876,61181,4.9912238,45.374481,58.034145,9.7543211,83.395561,21.425716,66.797134,6.8000584,2.5073144,63.393383,48.170589,1015,45.79855,34.362656,966688,6.4829602,-2.7359929,Place
covington_KY,1.4563025,3.5002966,-58.835751,9.584466,-5.642149,10.619448,.3064072935463001,.0105364757649268,2117848,Covington,Kentucky,2117848,"Covington, Kentucky",-84.509935,39.059493,40923,6.0695982,66.812859,11.406281,74007,53770,5.4785819,47.32766,63.519295,16.96117,76.380035,30.397621,78.178108,13.400741,2.8566115,51.433426,49.747009,944,55.945137,54.037617,2253528,1.8159525,-4.0085602,Place
cranston_RI,-.22047125,3.8139722,-65.485031,7.4809818,4.316946,11.322866,.3069113441898373,.0183408633780205,4419180,Cranston,Rhode Island,4419180,"Cranston, Rhode Island",-71.457211,41.7729,82691,5.5602131,64.753815,10.851467,104674,83123,15.468431,42.881012,61.993443,5.3822784,66.307098,33.965984,77.150818,4.829812,3.9218988,65.773567,48.199791,1482,41.724178,42.567997,1670949,4.9487448,-3.0060363,Place
culvercity_CA,-3.2516875,1.4347266,-77.204529,49.212933,3.9700124,10.60552,.3313466526572521,-.0077144395572416,0617568,Culver City,California,617568,"Culver City, California",-118.398626,34.004626,40357,5.1736112,69.36834,6.5406442,161652,114429,24.14451,47.151218,62.764824,2.2892926,46.908836,62.758331,86.290321,6.7520561,9.7990894,55.904133,53.282005,2534,46.654091,24.292875,13111917,.3077887,-5.7835121,Place
cumberland_MD,-.073967092,-1.8994126,-73.646088,4.6848254,-11.511293,9.8543501,.3248639125997471,.0234481186748452,2421325,Cumberland,Maryland,2421325,"Cumberland, Maryland",-78.756895,39.636198,19041,9.090909,50.921661,6.5650969,63672,45915,1.9851899,47.847221,52.439476,15.185184,87.075256,22.290468,89.75898,19.243055,2.6026354,59.1394,52.152149,801,68.851448,41.411892,95118,20.018293,-1.6085237,Place
cupertino_CA,-.14566121,-2.2685478,-36.375351,29.556879,18.234877,10.998142,.27713576865243,-.0061657154791011,0617610,Cupertino,California,617610,"Cupertino, California",-122.037701,37.319053,59763,3.0023093,61.4744,23.457712,250001,223667,53.911282,57.276321,59.642254,3.5488117,21.638805,82.805275,63.995987,5.3520098,8.9418688,60.595833,32.319145,3636,59.053154,36.678619,1981584,3.0159206,-3.501265,Place
cuyahogafalls_OH,2.2623916,2.2209828,-61.488567,-3.7944403,3.1231012,10.837933,.3191843294011444,.0228769387284866,3919778,Cuyahoga Falls,Ohio,3919778,"Cuyahoga Falls, Ohio",-81.49115999999999,41.145381,50916,4.4035149,69.265862,14.45894,88827,67922,7.6655669,41.703159,62.406708,6.7328744,82.545761,35.644928,72.798958,5.9100885,2.3615324,62.100399,41.50193,1031,44.122425,30.89784,700578,7.2677135,-2.6217284,Place
dallas_TX,-1.0631871,3.5910935,-64.709442,.50092632,9.4282255,14.078368,.3860180423694597,.001947192800119,4819000,Dallas,Texas,4819000,"Dallas, Texas",-96.751149,32.837505,1300642,4.958127,68.642372,7.2296262,72504,63985,23.767033,52.066116,62.161915,13.869195,28.345463,36.546326,51.093273,9.9912605,4.230679,41.941143,49.563053,1322,61.164387,59.126747,7673379,16.950056,-1.774899,Place
dalycity_CA,.39600623,4.0036464,-59.750156,7.9878016,.026056493,11.548756,.3175035229897562,.0130078052127005,0617918,Daly City,California,617918,"Daly City, California",-122.467188,37.687783,103648,5.3629727,67.720909,5.4467287,130153,114910,50.582741,38.352737,63.327801,4.5623112,12.123726,38.516506,77.508888,7.6556945,9.3386126,60.159599,56.043678,2547,44.663303,35.625191,4692242,2.2089229,-3.8126652,Place
danbury_CT,2.1928158,1.3264331,-76.039673,-11.267926,15.508765,11.367391,.3837714196032573,.0014825719020679,0918430,Danbury,Connecticut,918430,"Danbury, Connecticut",-73.458814,41.403742,86456,6.0422354,70.366608,8.900569,96830,79983,32.675579,48.776249,61.190666,8.1390295,44.702511,34.038567,59.433792,6.8320789,4.4446945,55.919476,52.888756,1803,32.673931,33.511181,958371,9.0211411,-2.4055994,Place
danville_IL,6.7470355,-3.3320279,-49.868008,-22.808346,-14.169418,10.278494,.2943688232991351,.0113857014853049,1718563,Danville,Illinois,1718563,"Danville, Illinois",-87.60857799999999,40.132371,29100,9.2196102,50.373428,18.107431,53493,42424,3.5532646,54.575653,55.092781,20.19598,55.745705,17.199877,84.993172,17.048969,1.8668678,56.015949,46.563755,699,43.819561,40.172188,74113,39.264366,-.93485278,Place
danville_VA,4.6855326,-5.1286626,-64.000694,-14.152784,-12.195576,10.657424,.3040398570789553,.000692886615179,5121344,Danville,Virginia,5121344,"Danville, Virginia",-79.409864,36.591119,42507,5.7872725,51.907391,14.829034,54521,41484,3.5994072,41.789364,54.838024,20.593048,40.489803,18.650106,81.804314,15.862905,2.4587793,49.485474,44.055786,744,29.486565,34.536674,103048,41.24971,-.88552612,Place
davenport_IA,.28488383,-2.0904553,-43.880955,-2.0136688,3.1405363,11.527302,.3143227973046929,.0050067006125949,1919000,Davenport,Iowa,1919000,"Davenport, Iowa",-90.588245,41.549716,101448,5.0338206,65.325378,16.025894,79367,59890,4.6644588,45.457184,59.586189,10.832227,72.348396,28.548298,71.078369,8.8896008,2.5897479,62.193264,47.690136,955,35.289219,29.213821,382983,26.488903,-1.3284442,Place
davie_FL,1.4046963,-.10670765,-50.446789,-4.4567223,39.753036,11.569505,.3301623357338037,-.0081817255088757,1216475,Davie,Florida,1216475,"Davie, Florida",-80.28249700000001,26.081327,105821,4.4605584,69.196907,5.9797606,94815,84346,32.515285,47.519718,62.948753,8.3131065,40.736717,40.244949,29.00289,7.8856006,4.8028359,65.44899,63.725811,1739,36.594284,26.64394,6123949,1.7279863,-4.0582132,Place
davis_CA,.48406023,-7.6875868,39.189884,16.549292,11.432977,11.115473,.3459165234409822,.0177244075331841,0618100,Davis,California,618100,"Davis, California",-121.741584,38.554429,67203,5.7519665,58.154045,5.0418863,152155,83592,21.024361,42.125053,66.279778,5.8520637,51.723881,75.208557,45.845337,6.4097419,9.607379,42.003975,64.060333,1979,29.073685,18.208218,2394673,2.806354,-3.5732841,Place
dayton_OH,3.0028493,-.92207247,-62.64378,-14.702394,-17.37524,11.82996,.3247074977349519,.0230415933423694,3921000,Dayton,Ohio,3921000,"Dayton, Ohio",-84.188817,39.763503,137305,9.9806843,58.581154,13.845783,52599,41443,4.854157,50.46014,60.277485,21.173626,50.293869,19.641537,86.443497,17.798286,2.0799654,48.357796,51.542313,803,65.385773,32.445385,812506,16.898952,-1.7779186,Place
daytonabeach_FL,-2.9327064,-3.8642023,-45.076103,.30756485,14.376404,11.202711,.3265212200103718,.0172661181352223,1216525,Daytona Beach,Florida,1216525,"Daytona Beach, Florida",-81.043308,29.205092,73329,4.9858103,52.726418,4.036974,59266,47608,9.2814569,36.330414,59.421242,14.006679,51.238937,24.842337,52.424801,18.500341,4.448832,45.846783,58.784206,1098,57.250027,33.963768,676035,10.846923,-2.2212887,Place
dearbornheights_MI,13.865505,-2.6278856,-64.54628,-32.036819,7.2257309,11.042506,.3094489750654575,.0183616948287704,2621020,Dearborn Heights,Michigan,2621020,"Dearborn Heights, Michigan",-83.276461,42.313882,62474,8.2274075,55.922039,15.111962,65171,58335,22.679834,46.937828,56.999714,18.240742,81.998917,24.656416,91.085983,5.8246212,2.7633495,71.785233,54.065113,1020,35.43779,37.381908,4375604,1.42778,-4.2490492,Place
dearborn_MI,6.4798751,.87699741,-56.321835,-20.089453,10.881104,11.593713,.3094554953663832,.0183682151296962,2621000,Dearborn,Michigan,2621000,"Dearborn, Michigan",-83.212473,42.317652,108414,6.8149366,56.709934,16.191492,74751,64600,28.881878,54.064495,55.34156,18.726906,86.686226,34.7635,84.265572,7.117033,2.9318886,69.083633,56.485947,1133,36.079353,40.576981,4375604,2.4776924,-3.6978426,Place
decatur_AL,-1.4238812,-3.001976,-33.923256,-17.063778,6.6680269,10.959975,.329987346776831,-.0046220880159021,0120104,Decatur,Alabama,120104,"Decatur, Alabama",-86.996611,34.575663,57525,5.0637603,58.838398,20.230379,69560,55164,7.78618,43.270592,55.455887,10.479762,59.031723,23.656429,54.579437,7.8115263,3.0817199,63.833744,44.631824,804,43.338322,56.747604,156218,36.82354,-.99903286,Place
decatur_IL,2.0890348,-4.4634399,-39.253555,-5.4207854,-13.297092,11.170083,.3067572913737003,-.0029135853240211,1718823,Decatur,Illinois,1718823,"Decatur, Illinois",-88.955775,39.845237,70975,8.8727188,56.708557,19.443047,70663,49039,2.7150404,40.583099,55.921101,14.20839,66.696724,21.385721,81.000862,14.287707,1.9739391,61.210014,44.130222,759,47.39362,41.813755,103542,68.547066,-.37764961,Place
deerfieldbeach_FL,1.2940621,7.9599271,-61.020954,-15.35338,33.866497,11.367379,.3433980051648111,.0060891149874798,1216725,Deerfield Beach,Florida,1216725,"Deerfield Beach, Florida",-80.124371,26.303779,86455,6.2785311,61.35128,4.1917605,66934,53741,37.352379,39.952942,57.774567,10.472568,42.5574,26.831871,59.610718,22.188326,4.5384345,61.0812,65.57637,1368,61.052631,31.174183,6123949,1.4117525,-4.2603383,Place
delano_CA,-7.748744,2.7857151,-14.413675,12.610291,30.069029,10.829689,.3720888076565556,.0379042725981452,0618394,Delano,California,618394,"Delano, California",-119.256771,35.775556,50498,9.847414,51.268475,5.5318227,57625,53639,35.381599,57.490791,63.398552,18.000408,5.1407976,8.2627716,44.085663,4.5405498,4.602994,61.643475,52.437546,1163,58.394047,50.101406,906883,5.5683041,-2.8880796,Place
delraybeach_FL,.23771425,6.4167886,-56.661533,.94797277,11.039654,11.10715,.3610593752317645,.01084863539699,1217100,Delray Beach,Florida,1217100,"Delray Beach, Florida",-80.090553,26.455258,66646,5.7559242,60.378193,3.3953671,91111,76558,25.078773,29.734398,57.778412,8.4063749,52.5868,39.698853,44.120804,21.357649,4.6030459,64.671936,56.313316,1587,59.185936,31.463617,6123949,1.0882847,-4.5205674,Place
deltona_FL,2.4541423,-.65161318,-55.751167,-.8442629,35.704529,11.45501,.2921591083343159,-.0265444888796191,1217200,Deltona,Florida,1217200,"Deltona, Florida",-81.218192,28.908127,94373,4.0158715,61.21402,6.0123563,73633,69074,11.367658,45.525829,58.427727,8.6977606,45.630638,18.64109,21.909002,4.6459532,3.2834351,80.336823,50.36412,1204,26.624401,26.56793,676035,13.959781,-1.9689898,Place
denton_TX,-1.137612,-2.8211982,-54.48941,5.5561757,76.641792,11.865426,.343596555214749,.0087902986053223,4819972,Denton,Texas,4819972,"Denton, Texas",-97.12695600000001,33.213131,142262,4.81809,67.761055,8.2710075,95687,71921,12.829849,45.571629,63.314171,7.5267777,56.937199,40.023891,30.29899,7.1334615,4.1170173,49.380779,56.974007,1385,42.704453,33.356949,7673379,1.8539681,-3.9878418,Place
denver_CO,-2.4301398,6.300158,-61.914719,29.088549,28.156122,13.474147,.3476354821123318,.0037339943987405,0820000,Denver,Colorado,820000,"Denver, Colorado",-104.955052,39.721431,710800,4.6509657,73.952522,5.7508211,109682,85853,13.932611,48.940166,67.264351,8.2011719,53.85664,54.248589,59.336353,6.3220792,6.2944803,49.381046,46.779137,1730,55.488079,50.975559,2959386,24.018496,-1.4263459,Place
desmoines_IA,3.2950759,-.21714731,-42.859959,-6.7386417,7.2890348,12.269817,.2971018949082193,.0304686001816059,1921000,Des Moines,Iowa,1921000,"Des Moines, Iowa",-93.654667,41.599543,213164,5.9363966,70.016388,10.50198,76602,62378,13.655214,53.722073,61.264568,11.232911,63.371395,28.696972,73.353424,7.6377997,2.7365417,60.274036,46.963223,1090,44.908539,36.125092,711490,29.960224,-1.2052995,Place
desplaines_IL,2.0353758,1.9837767,-62.762665,-8.0422926,2.3279972,11.003549,.3371870968721134,-.0139364331698926,1719642,Des Plaines,Illinois,1719642,"Des Plaines, Illinois",-87.89392599999999,42.033739,60087,4.6324835,65.297211,11.725917,106684,86552,30.780369,42.842232,57.85944,5.0045671,59.343952,38.10059,71.070618,5.2101884,3.5134947,78.64727,43.700264,1493,41.169548,35.702473,9566955,.62806815,-5.0702767,Place
detroit_MI,5.0992637,-1.5479515,-55.72533,-22.214306,-33.059277,13.36419,.3342635774607971,.0262332651362558,2622000,Detroit,Michigan,2622000,"Detroit, Michigan",-83.10932099999999,42.38882,636787,14.6721,54.755394,15.839813,46424,37761,5.6403475,53.645992,58.197479,26.839775,10.079665,16.884439,90.208679,22.837757,1.7663727,48.787663,59.164131,829,58.924316,65.310379,4375604,14.553123,-1.9273646,Place
diamondbar_CA,1.3755045,-3.9640951,-73.170822,-7.9621224,-3.1143959,10.90658,.339343511807627,.0064160263905524,0619192,Diamond Bar,California,619192,"Diamond Bar, California",-117.819408,34.001785,54534,5.1567669,62.017227,8.5553465,116683,106881,45.179157,39.695503,59.625191,6.4221458,13.969267,51.918613,52.510609,4.3015947,7.7562895,77.368126,64.094528,2251,37.67374,14.064048,13111917,.4159117,-5.4824524,Place
dothan_AL,.28222305,-4.2105651,-53.525986,-7.53719,22.450075,11.166186,.3285761222458984,-.0037168549957965,0121184,Dothan,Alabama,121184,"Dothan, Alabama",-85.41498300000001,31.2242,70699,5.123476,56.871445,8.8234329,73395,53704,3.1089549,42.857143,56.717915,12.953753,56.696701,26.909777,48.204052,15.363841,3.2753613,58.741356,44.26582,879,43.956959,27.099932,150969,46.830143,-.75864309,Place
downey_CA,-2.0822461,6.6673236,-65.13282,2.3331945,5.3380914,11.635603,.3211014648373277,.0100740033866311,0619766,Downey,California,619766,"Downey, California",-118.132143,33.937204,113052,5.6018119,66.133286,10.822396,90236,84236,31.60581,50.342972,61.649506,7.2171412,13.556594,25.225426,84.457069,3.116384,8.0606871,49.445213,57.825859,1901,42.110523,19.763468,13111917,.86220801,-4.7534289,Place
dubuque_IA,1.9472214,-2.5245314,-53.532333,1.2205037,2.8239088,10.990618,.2741952692255115,-.0012822612418874,1922395,Dubuque,Iowa,1922395,"Dubuque, Iowa",-90.69146600000001,42.506371,59315,5.0171824,64.860214,16.001184,83093,63520,3.9973025,41.723118,56.842285,7.4442568,86.409843,33.106606,75.061424,7.6014814,2.8022671,64.771011,47.589146,962,45.779305,40.819504,98812,60.028137,-.51035678,Place
duluth_MN,-.856287,.62279892,-56.653084,13.42517,-.16797441,11.371039,.3225680413386268,.0278860071081736,2717000,Duluth,Minnesota,2717000,"Duluth, Minnesota",-92.113315,46.789907,86772,4.8660665,64.897392,7.1382465,92772,63545,2.9249067,43.682072,61.075001,7.7780218,87.076477,40.938671,79.72805,6.7759566,3.3015974,60.576897,54.474537,1061,53.903923,43.719986,291491,29.76833,-1.2117251,Place
durham_NC,-3.1959441,1.6781611,-62.300457,6.6895351,51.893497,12.55706,.3350995855712473,.0063467849636998,3719000,Durham,North Carolina,3719000,"Durham, North Carolina",-78.913724,36.013179,284094,4.293817,69.429977,6.6820817,96231,74710,14.831712,46.500431,63.728905,8.1412058,40.698853,53.816395,32.023537,6.7895164,4.2377191,52.010201,45.995174,1339,42.192375,47.77578,648066,43.8372,-.82468736,Place
eagan_MN,1.2291561,-7.623107,,-5.7132897,7.4028039,11.131108,.3190894871954956,.0092325150140676,2717288,Eagan,Minnesota,2717288,"Eagan, Minnesota",-93.167457,44.810626,68262,4.1069674,74.51944,10.479455,133083,104101,14.056137,46.492107,60.761475,3.1409831,72.113327,53.114826,25.748461,2.2294571,3.4793134,70.280151,42.858932,1541,41.292458,34.259041,3678328,1.8557887,-3.9868603,Place
eastchicago_IN,1.8776894,3.7717006,-68.758324,-19.805449,-18.667858,10.179717,.3111753675946653,.0051880551640823,1819486,East Chicago,Indiana,1819486,"East Chicago, Indiana",-87.46396799999999,41.634679,26363,6.468956,56.034988,17.865751,44928,39434,15.358646,58.007179,56.446533,24.354811,6.926374,10.012785,90.602715,20.471823,2.1529644,43.82576,44.6339,710,33.164658,27.01852,9566955,.27556312,-5.8941088,Place
eastcleveland_OH,4.7479272,-1.6212817,-76.551758,-18.083176,-48.83345,9.5415125,.3245497792690472,-.0064877243648837,3923380,East Cleveland,Ohio,3923380,"East Cleveland, Ohio",-81.580969,41.532196,13926,19.304886,53.680611,7.4626865,37625,23004,4.8111448,60.776764,52.319401,32.785164,7.3890567,14.902876,91.302528,31.256533,3.1211963,30.885038,60.615765,725,36.434418,38.061226,2079759,.66959679,-5.0062499,Place
eastlansing_MI,-3.8755581,-7.3035212,-18.725519,10.955665,-2.4116068,10.723333,.3141472892021431,.0107982336918571,2624120,East Lansing,Michigan,2624120,"East Lansing, Michigan",-84.481782,42.736729,45403,6.7090759,56.307281,4.7095189,121250,44094,11.155651,43.988209,58.584236,7.0751734,73.587646,67.79258,58.602734,11.940298,5.4610605,39.718716,69.300171,1153,25.120649,19.974667,538985,8.4237967,-2.4741096,Place
eastorange_NJ,-1.3389006,6.2230263,-83.909973,8.1287565,-1.3534029,11.140106,.4012629602114889,.0270413549366691,3419390,East Orange,New Jersey,3419390,"East Orange, New Jersey",-74.212597,40.764101,68879,11.615125,66.908493,4.2810478,73510,58659,30.036732,53.42617,60.299946,14.580173,1.7334746,21.455256,79.06752,8.8302431,4.8227892,28.032171,51.267868,1463,36.373825,44.24144,19908595,.3459762,-5.6665554,Place
eastpoint_GA,-1.6557671,5.4395194,-75.452118,7.3182321,-3.7428968,10.54831,.3453834683024886,.051727302417543,1325720,East Point,Georgia,1325720,"East Point, Georgia",-84.46285,33.673261,38113,7.1388311,71.43528,3.8691077,68299,59602,6.3337965,50.963013,63.655449,15.538224,12.15071,35.502407,64.525993,12.287025,3.6458509,42.049557,55.886333,1272,54.100979,49.894871,6094752,.6253413,-5.0746279,Place
eastprovidence_RI,1.1503714,2.4253619,-76.774475,20.758724,-3.4423265,10.758158,.306899570524134,.0183290897123173,4422960,East Providence,Rhode Island,4422960,"East Providence, Rhode Island",-71.360699,41.803969,47012,5.5906644,64.805099,7.8929,103175,71736,15.036586,38.901077,61.446011,7.4256124,77.324936,31.084084,81.039642,6.0269809,3.9924166,60.396862,50.349831,1340,34.77058,40.205963,1670949,2.8134911,-3.570744,Place
eastsaintlouis_IL,-1.5902866,1.4250034,-67.917488,2.0873287,-40.409615,9.8413992,.3329665316424841,.0300313390663255,1722255,East St. Louis,Illinois,1722255,"East St. Louis, Illinois",-90.12035,38.613904,18796,13.060021,51.75016,8.8521814,44215,28519,1.2183443,44.4907,56.666313,30.252567,1.8142158,12.355128,76.743759,29.55213,1.9320453,52.358002,61.389141,579,84.499893,28.419388,2813523,.66805923,-5.0085487,Place
easton_PA,-.71401733,.21277426,-74.976387,12.206348,9.9760113,10.271008,.3225694965467056,.0087540119665729,4221648,Easton,Pennsylvania,4221648,"Easton, Pennsylvania",-75.216368,40.688905,28883,4.4136534,60.526104,10.71277,76563,62642,13.623931,46.143936,60.447323,11.592336,54.578815,26.270401,87.219223,9.0893259,2.4025414,46.609844,53.711121,1189,21.60294,21.686974,863166,3.3461697,-3.3973539,Place
eastpointe_MI,11.199947,-3.2264721,-49.379101,-34.723042,.029345306,10.436671,.2867883885146971,.0053700871912801,2624290,Eastpointe,Michigan,2624290,"Eastpointe, Michigan",-82.946151,42.465708,34087,12.106436,61.54958,20.136986,63174,57953,3.071552,48.39967,60.113823,15.353725,39.202629,14.890377,95.124557,5.8220639,1.9860922,69.059853,50.872242,1028,19.711597,48.664528,4375604,.77902389,-4.8548837,Place
eauclaire_WI,.25854841,-.94143379,-42.683632,8.011714,11.983015,11.143281,.298153712946676,.018844569280772,5522300,Eau Claire,Wisconsin,5522300,"Eau Claire, Wisconsin",-91.494587,44.808864,69098,3.5555224,69.457993,13.078837,93916,63882,4.0855017,44.111507,60.849808,5.8043232,86.689919,35.311344,61.07325,5.0798354,3.2747879,56.468506,38.587849,1005,44.616833,31.120619,171951,40.184704,-.9116838,Place
edenprairie_MN,.80838168,-7.1955652,-56.16449,-2.9111965,15.886778,11.06073,.3229351771531445,.011254073517975,2718116,Eden Prairie,Minnesota,2718116,"Eden Prairie, Minnesota",-93.46127,44.852396,63623,3.8069379,72.011238,14.024426,159625,129345,17.611555,51.172989,59.293026,3.5702083,69.987267,64.545395,23.604588,3.4952652,3.4187639,76.310333,38.846687,1800,48.206593,32.502029,3678328,1.7296717,-4.0572386,Place
